CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
A417S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ARCA ASSICURAZIONI S.P.A.;02655770234;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA DEL FANTE, 21  37122 VERONA;VIA DEL FANTE,21  37122 VERONA;;DANNI;ARCAASSICURAZIONI-RA@PEC.UNIPOL.IT
A341S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ARCA VITA S.P.A.;01947090237;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA DEL FANTE, 21  37122 VERONA;VIA DEL FANTE, 21  37122 VERONA;;VITA;ARCAVITA-RA@PEC.UNIPOL.IT
A476S;Sezione I - imprese di assicurazione con sede legale in Italia;21/01/2008;31/12/9999;ARGOGLOBAL ASSICURAZIONI S.P.A.;09549901008;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA GUIDO D'AREZZO, 14  00198 ROMA;VIA GUIDO D'AREZZO, 14  00198 ROMA;;DANNI;ARGOGLOBAL@PEC.ARGO-GLOBAL.IT
A327S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI;08589510158;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);CORSO LIBERTA', 53  41018 SAN CESARIO SUL PANARO;CORSO LIBERTA', 53  41018 SAN CESARIO SUL PANARO;;DANNI;A.MILANESE@PEC.ASSICURATRICEMILANESE.IT
A152M;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ASSICURATRICE VAL PIAVE S.P.A.;00075940254;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA I. CAFFI, 83  32100 BELLUNO;VIA I.CAFFI, 83  32100 BELLUNO;;DANNI;ASSICURATRICEVALPIAVE@PEC.IT
A014S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ASSICURAZIONI GENERALI SOCIETA' PER AZIONI;00079760328;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA DUCA DEGLI ABRUZZI, 2  34132 TRIESTE;PIAZZA DUCA DEGLI ABRUZZI, 2  34132 TRIESTE;;MISTA;ASSICURAZIONIGENERALI@PEC.GENERALIGROUP.COM
A079M;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ASSICURAZIONI RISCHI AGRICOLI VMG 1857 S.P.A.;01329860157;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA SPALATO, 11/2  20124 MILANO;VIA SPALATO, 11/2  20124 MILANO;;DANNI;ARA1857@LEGALMAIL.IT
A254S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO;03250760588;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA GIOVANNI SPADOLINI, 7 - CENTRO LEONI - EDIFICIO B  20141 MILANO;VIA GIOVANNI SPADOLINI, 7 - CENTRO LEONI - EDIFICIO B  20141 MILANO;;DANNI;ASSIMOCODIREZIONE@LEGALMAIL.IT
A357S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA;08407030587;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA GIOVANNI SPADOLINI, 7 - CENTRO LEONI - EDIFICIO B  20141 MILANO;VIA GIOVANNI SPADOLINI, 7 - CENTRO LEONI - EDIFICIO B  20141 MILANO;;VITA;ASSIMOCOVITADIREZIONE@LEGALMAIL.IT
A213S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ATHORA ITALIA S.P.A.;01739640157;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);MURA DI SANTA CHIARA 1  16128 GENOVA;VIA MURA DI SANTA CHIARA 1  16128 GENOVA;;VITA;athoraitaliaivass@pec.athoraitalia.it
A037S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;AXA ASSICURAZIONI S.P.A.;00902170018;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);CORSO COMO, 17  20154 MILANO;CORSO COMO, 17  20154 MILANO;;MISTA;AXAASSICURAZIONI.ISVAP@AXA.LEGALMAIL.IT
A243S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;AXA MPS ASSICURAZIONI DANNI SOCIETA' PER AZIONI;02513360582;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA ALDO FABRIZI, 9  00128 ROMA;VIA IGNAZIO SILONE, 199  00143 ROMA;;DANNI;AMAD.SEGRETERIASOCIETARIA@LEGALMAIL.IT
A232S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;AXA MPS ASSICURAZIONI VITA SOCIETA' PER AZIONI;01075910586;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA ALDO FABRIZI, 9  00128 ROMA;VIA ALDO FABRIZI,9  00128 ROMA;;VITA;AMAV.SEGRETERIASOCIETARIA@LEGALMAIL.IT
A493S;Sezione I - imprese di assicurazione con sede legale in Italia;12/01/2011;31/12/9999;BANCO BPM ASSICURAZIONI S.P.A;07122890960;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA MASSAUA, 6  20146 MILANO;;;DANNI;comunicazioni@pec.bancobpmassicurazioni.it
A402S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;BANCO BPM VITA S.P.A;10769290155;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA MASSAUA, 6  20146 MILANO;VIA MASSAUA, 6  20146 MILANO;;PICCOLO CUMULO;comunicazioni@pec.bancobpmvita.it
A418S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;BCC ASSICURAZIONI S.P.A.;02652360237;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA BENIGNO CRESPI, 19  20159 MILANO;VIA BENIGNO CRESPI, 19  20159 MILANO;;DANNI;bcc.assicurazioni@actaliscertymail.it
A452S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;BCC VITA S.P.A. COMPAGNIA DI ASSICURAZIONI VITA;06868981009;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA BENIGNO CRESPI, 19  20159 MILANO;VIA BENIGNO CRESPI, 19  20159 MILANO;;VITA;bcc.vita@actaliscertymail.it
A498S;Sezione I - imprese di assicurazione con sede legale in Italia;05/01/2017;31/12/9999;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT;09599100964;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA DEI VALTORTA, 48  20127 MILANO;;;DANNI;BENEASSICURAZIONI@LEGALMAIL.IT
A391S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;BIM VITA S.P.A.;06065030014;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA SAN DALMAZZO, 15  10122 TORINO;VIA SAN DALMAZZO, 15  10122 TORINO;;VITA;BIM.VITA@PEC.UNIPOL.IT
A421S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;BNP PARIBAS CARDIF VITA COMPAGNIA DI ASSICURAZIONE E RIASSICURAZIONE S.P.A.;11552470152;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA BO BARDI, 3  20124 MILANO;PIAZZA BO BARDI, 3  20124 MILANO;;PICCOLO CUMULO;cardifspa@pec.cardif.it
A472S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;CF ASSICURAZIONI S.P.A. - COMPAGNIA DI ASSICURAZIONE PER IL CREDITO E LA FAMIGLIA;09395811004;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA PAOLO DI DONO, 73  00142 ROMA;VIA PAOLO DI DONO, 73  00142 ROMA;;DANNI;cfassicurazionispa@pec.it
A361S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;CF LIFE COMPAGNIA DI ASSICURAZIONI VITA S.P.A.;09623620151;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA PAOLO DI DONO, 73  00142 ROMA;VIA PAOLO DI DONO, 73  00153 ROMA;;VITA;cfassicurazionilifespa@pec.it
A426S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;CNP UNICREDIT VITA S.P.A.;07084500011;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA CORNALIA, 30  20124 MILANO;VIA CORNALIA, 30   20124 MILANO;;PICCOLO CUMULO;COMPLIANCE_CNPVITA@PEC.IT
A339S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;CNP VITA ASSICURA S.P.A.;09269930153;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA SCARSELLINI, 14  20161 MILANO;VIA SCARSELLINI, 14  20161 MILANO;;VITA;cnpvita_assicura@legalmail.it
A379S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;CNP VITA ASSICURAZIONE S.P.A.;10210040159;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA SCARSELLINI, 14  20161 MILANO;VIA SCARSELLINI, 14  20161 MILANO;;VITA;cnpvita_assicurazione@legalmail.it
A416S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;COMPAGNIA ASSICURATRICE LINEAR S.P.A.;04260280377;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA LARGA, 8  40138 BOLOGNA;VIA LARGA, 8  40138 BOLOGNA;;DANNI;LINEAR@PEC.UNIPOL.IT
A058S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.;00774430151;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA MARCO ULPIO TRAIANO,18  20149 MILANO;VIA MARCO ULPIO TRAIANO,18  20149 MILANO;;MISTA;italiana@pec.italiana.it
A428S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;CREDEMASSICURAZIONI S.P.A.;01736230358;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA SANI, 3  42121 REGGIO NELL'EMILIA;VIA SANI, 3  42121 REGGIO NELL'EMILIA;;DANNI;CREDEMASSICURAZIONI@ACTALISCERTYMAIL.IT
A383S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;CREDEMVITA S.P.A.;01437550351;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA SANI, 1  42121 REGGIO NELL'EMILIA;VIA SANI, 1  42121 REGGIO NELL'EMILIA;;VITA;CREDEMVITA@ACTALISCERTYMAIL.IT
A502S;Sezione I - imprese di assicurazione con sede legale in Italia;25/10/2023;31/12/9999;CRONOS VITA ASSICURAZIONI S.P.A.;13088520963;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA FRA' RICCARDO PAMPURI, 13  20141 MILANO;;;PICCOLO CUMULO;cronosvita@legalmail.it
A479S;Sezione I - imprese di assicurazione con sede legale in Italia;28/03/2008;31/12/9999;CRÉDIT AGRICOLE ASSICURAZIONI S.P.A.;01604810935;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);CORSO DI PORTA VIGENTINA, 9  20122 MILANO;CORSO DI PORTA VIGENTINA, 9  20122 MILANO;;DANNI;CREDITAGRICOLE-ASSICURAZIONI@LEGALMAIL.IT
A350S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;CRÉDIT AGRICOLE VITA S.P.A.;09479920150;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA UNIVERSITA',1  43121 PARMA;CORSO DI PORTA VIGENTINA, 9  20122 MILANO;;VITA;CA-VITA@LEGALMAIL.IT
A142S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE;00220930234;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA ENRICO FERMI, 9/B  37135 VERONA;VIA ENRICO FERMI, 9/B  37135 VERONA;;DANNI;DASDIFESALEGALE@PEC.DAS.IT
A390S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;EUROP ASSISTANCE ITALIA S.P.A.;80039790151;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA DEL MULINO, 4  20057 ASSAGO;VIA DEL MULINO, 4  20057 ASSAGO;;DANNI;EUROPASSISTANCEITALIASPA@PEC.EUROPASSISTANCE.IT
A491S;Sezione I - imprese di assicurazione con sede legale in Italia;31/03/2010;31/12/9999;FIDEURAM VITA S.P.A.;10830461009;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA ENNIO QUIRINO VISCONTI, 80  00193 ROMA;;;VITA;comunicazioni.ivass@pec.fideuramvita.it
A044S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;GENERALI ITALIA S.P.A.;00409920584;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA MAROCCHESA, 14  31021 MOGLIANO VENETO;;;MISTA;GENERALIITALIA@PEC.GENERALIGROUP.COM
A113C;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;GENERTEL S.P.A.;00320160237;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA MACHIAVELLI, 4  34132 TRIESTE;VIA MACHIAVELLI, 4  34132 TRIESTE;;MISTA;legale.compliance@pec.genertel.it
A447S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;GENERTELLIFE S.P.A.;00979820321;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA MAROCCHESA, 14  31021 MOGLIANO VENETO;VIA MAROCCHESA, 14  31021 MOGLIANO VENETO;;VITA;GENERTELLIFE@LEGALMAIL.IT
A395S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.;10086540159;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA DIAZ, 6  20123 MILANO;PIAZZA DIAZ 6  20123 MILANO;;DANNI;GLOBALASSISTANCESPA@LEGALMAIL.IT
A095S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI;00411140585;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIALE CESARE PAVESE, 385  00144 ROMA;VIALE CESARE PAVESE, 385  00144 ROMA;;MISTA;IVASS-GROUPAMA@LEGALMAIL.IT
A055X;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;HDI ASSICURAZIONI S.P.A.;04349061004;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA GUGLIELMO MARCONI , 25  00144 ROMA;PIAZZA GUGLIELMO MARCONI , 25  00144 ROMA;;MISTA;COMUNICAZIONI.IVASS@PEC.HDIA.IT
A292S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;HELVETIA ITALIA ASSICURAZIONI S.P.A.;02446390581;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA G.B. CASSINIS, 21  20139 MILANO;VIA G.B. CASSINIS, 21  20139 MILANO;;DANNI;IVASS.HELVETIAITALIA@PEC.HELVETIA.IT
A450S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.;03215010962;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA G.B. CASSINIS, 21  20139 MILANO;VIA G.B. CASSINIS, 21  20139 MILANO;;VITA;IVASS.HELVETIAVITA@PEC.HELVETIA.IT
A398S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;IMA ITALIA ASSISTANCE S.P.A.;09749030152;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA INDRO MONTANELLI, 20  20099 SESTO SAN GIOVANNI;PIAZZA INDRO MONTANELLI, 20  20099 SESTO SAN GIOVANNI;;DANNI;IMAITALIA@PEC.IMAITALIA.IT
A281S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;INCONTRA ASSICURAZIONI SPA;02381450101;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);CORSO DI PORTA ROMANA, 19 (20122 )        MILANO;;;DANNI;INCONTRA.ASSICURAZIONI@PEC.UNIPOL.IT
A419S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;INTESA SANPAOLO ASSICURA S.P.A.;06995220016;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);CORSO INGHILTERRA, 3  10138 TORINO;CORSO INGHILTERRA, 3  10138 TORINO;;DANNI;COMUNICAZIONI.IVASS@PEC.INTESASANPAOLOASSICURA.COM
A475S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;INTESA SANPAOLO RBM SALUTE S.P.A.;05796440963;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA ANTONIO LAZZARI, 5  30174 VENEZIA;VIA ANTONIO LAZZARI, 5  30174 VENEZIA;;DANNI;comunicazioni.ivass@pec.intesasanpaolorbmsalute.com
A306S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;INTESA SANPAOLO VITA S.P.A.;02505650370;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);CORSO INGHILTERRA, 3  10138 TORINO;CORSO INGHILTERRA, 3  10138 TORINO;;PICCOLO CUMULO;COMUNICAZIONI.IVASS@PEC.INTESASANPAOLOVITA.IT
A056M;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI;00110750221;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA DELLE DONNE LAVORATRICI, 2  38122 TRENTO;PIAZZA DELLE DONNE LAVORATRICI 2  38122 TRENTO;;DANNI;itas.mutua@pec-gruppoitas.it
A183S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;ITAS VITA S.P.A.;02593460583;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA DELLE DONNE LAVORATRICI, 2  38122 TRENTO;PIAZZA DELLE DONNE LAVORATRICI 2  38122 TRENTO;;VITA;ITAS.VITA@PEC-GRUPPOITAS.IT
A212M;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;LE ASSICURAZIONI DI ROMA - MUTUA ASSICURATRICE ROMANA;01089780587;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);LUNGOTEVERE VITTORIO GASSMAN, NN. 22/24  00146 ROMA;LUNGOTEVERE VITTORIO GASSMAN, NN. 22/24  00146 ROMA;;DANNI;PRESIDENZA.ADIR@PEC.IT
A236S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;MEDIOLANUM ASSICURAZIONI S.P.A.;02430620159;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PALAZZO MEUCCI - MILANO 3 VIA ENNIO DORIS  20079 BASIGLIO;;;DANNI;MEDIOLANUMASSICURAZIONI.VIGILANZA@PEC.MEDIOLANUM.IT
A217S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;MEDIOLANUM VITA S.P.A;01749470157;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PALAZZO MEUCCI - MILANO 3 VIA ENNIO DORIS  20079 BASIGLIO;PALAZZO MEUCCI - MILANO 3 VIA ENNIO DORIS  20079 BASIGLIO;;VITA;MEDIOLANUMVITA.VIGILANZA@PEC.MEDIOLANUM.IT
A477S;Sezione I - imprese di assicurazione con sede legale in Italia;14/02/2008;31/12/9999;NET INSURANCE LIFE S.P.A.;09645901001;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA GIUSEPPE ANTONIO GUATTANI, 4  00161 ROMA;VIA GIUSEPPE ANTONIO GUATTANI, 4  00161 ROMA;;VITA;NETINSURANCELIFE@PEC.NETINSURANCELIFE.IT
A439S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;NET INSURANCE S.P.A.;06130881003;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA GIUSEPPE ANTONIO GUATTANI, 4  00161 ROMA;VIA GIUSEPPE ANTONIO GUATTANI, 4  00161 ROMA;;DANNI;NETINSURANCE@PEC.NETINSURANCE.IT
A400S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.;01757980923;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA LANZO, 29  10071 BORGARO TORINESE;VIA COLLEONI, 21  20864 AGRATE BRIANZA;;DANNI;NOBISASSICURAZIONI.IVASS@PEC.IT
A337S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;NOBIS VITA S.P.A.;09028080159;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIALE COLLEONI, 21  20864 AGRATE BRIANZA;VIALE COLLEONI, 21  20864 AGRATE BRIANZA;;VITA;NOBISVITA@PEC.IT
A490S;Sezione I - imprese di assicurazione con sede legale in Italia;30/03/2010;31/12/9999;POSTE ASSICURA S.P.A.;07140521001;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIALE EUROPA, 190  00144 ROMA;VIALE EUROPA, 190  00144 ROMA;;DANNI;POSTEASSICURA@PEC.POSTE-ASSICURA.IT
A432S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;POSTE VITA S.P.A.;07066630638;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIALE EUROPA, 190  00144 ROMA;VIALE EUROPA, 190  00144 ROMA;;PICCOLO CUMULO;POSTEVITA@PEC.POSTEVITA.IT
A499S;Sezione I - imprese di assicurazione con sede legale in Italia;08/05/2019;31/12/9999;QUIXA ASSICURAZIONI S.P.A.;10370450966;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);CORSO COMO, 17  20154 MILANO;CORSO COMO, 17  20154 MILANO;;DANNI;QUIXA.IVASS@AXA.LEGALMAIL.IT
A480S;Sezione I - imprese di assicurazione con sede legale in Italia;12/06/2008;31/12/9999;REVO INSURANCE S.P.A.;05850710962;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIALE DELL'AGRICOLTURA, 7  37135 VERONA;VIALE DELL'AGRICOLTURA, 7  37135 VERONA;;DANNI;rav@pec.revoinsurance.com
A492S;Sezione I - imprese di assicurazione con sede legale in Italia;03/08/2010;31/12/9999;S2C S.P.A. COMPAGNIA DI ASSICURAZIONI DI CREDITI E CAUZIONI;10887901006;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA VALADIER, 44  00193 ROMA;VIA SAN GREGORIO, 29  20124 MILANO;;DANNI;S2CSPA@LEGALMAIL.IT
A458S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;SACE BT S.P.A.;08040071006;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);PIAZZA POLI, 42  00187 ROMA;PIAZZA POLI, 42  00187 ROMA;;DANNI;SACEBTAMMINISTRAZIONE@PEC.IT
A105S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA;00408780583;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA PO, 20  00198 ROMA;VIA PO, 20  00198 ROMA;;DANNI;SARA.IVASS@SARA.TELECOMPOST.IT
A294S;Sezione I - imprese di assicurazione con sede legale in Italia;03/01/2008;31/12/9999;SARA VITA S.P.A.;07103240581;IMPRESA DI ASSICURAZIONE E RIASSICURAZIONE (LAVORO DIRETTO E INDIRETTO);VIA PO, 20  00198 ROMA;VIA PO, 20  00198 ROMA;;VITA;SARAVITA.IVASS@SARA.TELECOMPOST.IT
